Timestamp,Value
1438214400000,5000
1438300800000,5000
1438387200000,5000
1438473600000,5000
1438560000000,5000.000568181818
1438646400000,5000.040238450075
1438732800000,5000.97994269341
1438819200000,7400.609851446443
1438905600000,122478.4553863943
1438992000000,2077367.4231354643
1439078400000,3141152.17294554
1439164800000,3141215.3891531876
1439251200000,3141341.305871212
1439337600000,3141441.261514442
1439424000000,3141450.7413923573
1439510400000,3141480.8006541575
1439596800000,3141520.850984764
1439683200000,3141487.215510522
1439769600000,3141508.1984290257
1439856000000,3141532.793249798
1439942400000,3141542.7351694917
1440028800000,3141571.185139165
1440115200000,3141592.4384827046
1440201600000,3141593.0544488714
1440288000000,3141595.8102932377
1440374400000,3141594.499228395
1440460800000,3141593.342554444
1440547200000,3141593.22206676
1440633600000,3141600.219413764
1440720000000,3141596.140554481
1440806400000,3141593.304689305
1440892800000,3141593.8551143203
1440979200000,3141593.46069869
1441065600000,3141600.342305739
1441152000000,3141595.806541795
1441238400000,3141598.040201005
1441324800000,3141597.6934503713
1441411200000,3141596.2928266614
1441497600000,3141595.147047007
1441584000000,3141594.5877120397
1441670400000,3141597.70302661
1441756800000,3141595.3292949353
1441843200000,3141596.7891265242
1441929600000,3141594.4728652015
1442016000000,3141593.2401512135
1442102400000,3141592.3868436934
1442188800000,3141595.6664605234
1442275200000,3141595.5293267244
1442361600000,3141596.275221953
1442448000000,3141595.0690515805
1442534400000,3141593.36551442
1442620800000,3141593.9592359196
1442707200000,3141598.7319509895
1442793600000,3141598.888866995
1442880000000,3141596.766184914
1442966400000,3141597.14482091
1443052800000,3141597.039235212
1443139200000,3141594.2411236833
1443225600000,3141593.7277890467
1443312000000,3141596.431384873
1443398400000,3141594.3484592657
1443484800000,3141595.365732759
1443571200000,3141597.723985705
1443657600000,3141596.1892514396
1443744000000,3141595.425821505
1443830400000,3141594.9956667325
1443916800000,3141595.397052804
1444003200000,3141596.247953683
1444089600000,3141596.33312526
1444176000000,3141594.40627498
